Royal Street,Standalone Building,1679,"FC Road, Shivajinagar, Pune, Maharashtra 411005",16620455,"Confident Leader, Opportunity Hunter, Persuasive Networker",HORECA,royalstreet4915@business.com
Heritage Dhaba,Retail Space,2903,"Janpath Road, Bhubaneswar, Odisha 751001",0,"Visionary Innovator, Opportunity Hunter",HORECA,heritagedhaba1158@business.com
Punjab Dhaba,Retail Space,3476,"Brigade Road, Bengaluru, Karnataka 560001",16326618,Opportunity Hunter,HORECA,punjabdhaba2707@business.com
Punjab Kitchen,Commercial Shop,831,"Janpath Road, Bhubaneswar, Odisha 751001",7864604,Adaptive Problem Solver,HORECA,punjabkitchen1335@business.com
Tandoor Street,Restaurant Space,1349,"MI Road, Jaipur, Rajasthan 302001",4383534,"Strategic Planner, Opportunity Hunter",HORECA,tandoorstreet3492@business.com
Desi Kitchen,Commercial Shop,3587,"Park Street, Kolkata, West Bengal 700016",3846859,"Opportunity Hunter, Visionary Innovator",HORECA,desikitchen5044@business.com
Golden Cafe,Commercial Shop,2582,"Brigade Road, Bengaluru, Karnataka 560001",0,Confident Leader,HORECA,goldencafe5874@business.com
Delhi Bistro,Retail Space,798,"FC Road, Shivajinagar, Pune, Maharashtra 411005",6451006,"Resilient Builder, Persuasive Networker, Execution Specialist",HORECA,delhibistro1569@business.com
Kolkata Cafe,Standalone Building,3621,"Brigade Road, Bengaluru, Karnataka 560001",4927518,"Resilient Builder, Visionary Innovator, Adaptive Problem Solver",HORECA,kolkatacafe2195@business.com
Spice Kitchen,Food Court Stall,665,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",8239259,"Execution Specialist, Adaptive Problem Solver, Confident Leader",HORECA,spicekitchen55@business.com
Masala Adda,Retail Space,2334,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,Resilient Builder,HORECA,masalaadda320@business.com
Punjab Corner,Restaurant Space,3805,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",4634619,Strategic Planner,HORECA,punjabcorner1458@business.com
Spice Cafe,Standalone Building,3046,"Sector 17 Plaza, Chandigarh 160017",3086882,"Opportunity Hunter, Strategic Planner",HORECA,spicecafe2032@business.com
Delhi Bistro,Retail Space,1593,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,"Execution Specialist, Adaptive Problem Solver",HORECA,delhibistro4334@business.com
Urban Adda,Commercial Shop,2149,"MI Road, Jaipur, Rajasthan 302001",1350584,"Persuasive Networker, Execution Specialist, Resilient Builder",HORECA,urbanadda1429@business.com
Chai Adda,Restaurant Space,1411,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",12543350,"Confident Leader, Persuasive Networker, Execution Specialist",HORECA,chaiadda1491@business.com
Hungry Corner,Mall Kiosk,1751,"SG Highway, Ahmedabad, Gujarat 380015",505468,"Strategic Planner, Opportunity Hunter",HORECA,hungrycorner8536@business.com
Imperial Cafe,Commercial Shop,2517,"Ring Road, Surat, Gujarat 395002",0,"Execution Specialist, Opportunity Hunter, Confident Leader",HORECA,imperialcafe3354@business.com
Heritage Dhaba,Restaurant Space,922,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",11152327,"Confident Leader, Opportunity Hunter, Visionary Innovator",HORECA,heritagedhaba3017@business.com
Velvet Adda,Mall Kiosk,1128,"Janpath Road, Bhubaneswar, Odisha 751001",15973249,"Strategic Planner, Visionary Innovator",HORECA,velvetadda9207@business.com
Spice Street,Standalone Building,3151,"MG Road, Kochi, Kerala 682016",1237357,"Opportunity Hunter, Strategic Planner",HORECA,spicestreet3781@business.com
Velvet House,Retail Space,2004,"Ring Road, Surat, Gujarat 395002",0,Opportunity Hunter,HORECA,velvethouse8380@business.com
Spice Bistro,Commercial Shop,3155,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",16219866,"Adaptive Problem Solver, Persuasive Networker, Execution Specialist",HORECA,spicebistro7395@business.com
Punjab Street,Food Court Stall,2343,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",13599364,Resilient Builder,HORECA,punjabstreet4537@business.com
Madras Bistro,Retail Space,3534,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",2756111,"Resilient Builder, Opportunity Hunter",HORECA,madrasbistro1908@business.com
Kolkata Adda,Mall Kiosk,1571,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",4952674,Persuasive Networker,HORECA,kolkataadda1372@business.com
Bombay Dhaba,Food Court Stall,2998,"Sector 17 Plaza, Chandigarh 160017",8456723,"Confident Leader, Execution Specialist",HORECA,bombaydhaba5553@business.com
Velvet Bistro,Restaurant Space,1238,"Connaught Place, New Delhi, Delhi 110001",9546961,"Opportunity Hunter, Visionary Innovator",HORECA,velvetbistro4089@business.com
Imperial House,Retail Space,895,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",3471523,"Visionary Innovator, Persuasive Networker",HORECA,imperialhouse156@business.com
Tandoor Bistro,Standalone Building,477,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",673058,"Execution Specialist, Confident Leader",HORECA,tandoorbistro5657@business.com
Delhi Bistro,Restaurant Space,1369,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",4334268,Confident Leader,HORECA,delhibistro5594@business.com
Spice Dhaba,Restaurant Space,3828,"Connaught Place, New Delhi, Delhi 110001",3250974,Execution Specialist,HORECA,spicedhaba3760@business.com
Golden Kitchen,Mall Kiosk,725,"Brigade Road, Bengaluru, Karnataka 560001",3756081,"Confident Leader, Execution Specialist",HORECA,goldenkitchen7926@business.com
Royal Adda,Food Court Stall,3164,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",4276787,"Visionary Innovator, Execution Specialist",HORECA,royaladda5841@business.com
Elite House,Food Court Stall,2392,"Brigade Road, Bengaluru, Karnataka 560001",2979039,"Execution Specialist, Opportunity Hunter, Adaptive Problem Solver",HORECA,elitehouse7827@business.com
Velvet Adda,Standalone Building,985,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,Persuasive Networker,HORECA,velvetadda5821@business.com
Royal Bistro,Retail Space,485,"Park Street, Kolkata, West Bengal 700016",13807663,Persuasive Networker,HORECA,royalbistro2616@business.com
Spice Dhaba,Standalone Building,994,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",2069203,"Confident Leader, Resilient Builder",HORECA,spicedhaba4729@business.com
Velvet Cafe,Retail Space,619,"MG Road, Kochi, Kerala 682016",14722063,"Resilient Builder, Execution Specialist, Strategic Planner",HORECA,velvetcafe4527@business.com
Heritage Kitchen,Mall Kiosk,2873,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",1996898,Resilient Builder,HORECA,heritagekitchen9027@business.com
Chai Cafe,Commercial Shop,3641,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",5734915,Visionary Innovator,HORECA,chaicafe1018@business.com
Punjab Kitchen,Restaurant Space,1888,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Execution Specialist, Persuasive Networker",HORECA,punjabkitchen2753@business.com
Heritage Bistro,Food Court Stall,3742,"Park Street, Kolkata, West Bengal 700016",0,"Strategic Planner, Persuasive Networker, Execution Specialist",HORECA,heritagebistro7043@business.com
Delhi Dhaba,Restaurant Space,1670,"Ring Road, Surat, Gujarat 395002",15149773,"Opportunity Hunter, Confident Leader",HORECA,delhidhaba736@business.com
Delhi Bistro,Retail Space,2832,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,Execution Specialist,HORECA,delhibistro9234@business.com
Delhi Corner,Food Court Stall,3875,"Sector 17 Plaza, Chandigarh 160017",15157741,"Persuasive Networker, Opportunity Hunter",HORECA,delhicorner7882@business.com
Imperial Cafe,Food Court Stall,1682,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",3274851,Resilient Builder,HORECA,imperialcafe7009@business.com
Spice House,Mall Kiosk,2984,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",4936725,Confident Leader,HORECA,spicehouse9333@business.com
Desi Kitchen,Restaurant Space,3016,"Ring Road, Surat, Gujarat 395002",2637400,"Opportunity Hunter, Resilient Builder, Strategic Planner",HORECA,desikitchen9746@business.com
Biryani Kitchen,Food Court Stall,1636,"Connaught Place, New Delhi, Delhi 110001",2912735,Visionary Innovator,HORECA,biryanikitchen1164@business.com
Punjab Cafe,Standalone Building,3957,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",5368945,"Strategic Planner, Adaptive Problem Solver",HORECA,punjabcafe6690@business.com
Kolkata Corner,Food Court Stall,3432,"Connaught Place, New Delhi, Delhi 110001",5625422,Resilient Builder,HORECA,kolkatacorner8525@business.com
Golden Corner,Retail Space,3036,"Park Street, Kolkata, West Bengal 700016",0,Resilient Builder,HORECA,goldencorner1019@business.com
Heritage Dhaba,Food Court Stall,3044,"Ring Road, Surat, Gujarat 395002",1639670,"Resilient Builder, Opportunity Hunter, Visionary Innovator",HORECA,heritagedhaba7350@business.com
Royal Corner,Commercial Shop,2230,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Opportunity Hunter, Execution Specialist",HORECA,royalcorner2208@business.com
Hyderabadi Cafe,Mall Kiosk,2834,"FC Road, Shivajinagar, Pune, Maharashtra 411005",4046158,Execution Specialist,HORECA,hyderabadicafe7474@business.com
Desi Corner,Commercial Shop,2231,"MI Road, Jaipur, Rajasthan 302001",15506846,"Strategic Planner, Confident Leader",HORECA,desicorner5492@business.com
Desi Adda,Restaurant Space,408,"Sector 17 Plaza, Chandigarh 160017",11138787,"Opportunity Hunter, Execution Specialist",HORECA,desiadda7519@business.com
Biryani Kitchen,Food Court Stall,3409,"Connaught Place, New Delhi, Delhi 110001",2130259,Persuasive Networker,HORECA,biryanikitchen6047@business.com
Spice Adda,Food Court Stall,2567,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,Persuasive Networker,HORECA,spiceadda1871@business.com
Punjab Street,Commercial Shop,1050,"Connaught Place, New Delhi, Delhi 110001",0,"Adaptive Problem Solver, Resilient Builder, Execution Specialist",HORECA,punjabstreet3772@business.com
Delhi Bistro,Standalone Building,3452,"MG Road, Kochi, Kerala 682016",0,Adaptive Problem Solver,HORECA,delhibistro4228@business.com
Delhi Street,Food Court Stall,1910,"Park Street, Kolkata, West Bengal 700016",14838911,"Persuasive Networker, Strategic Planner",HORECA,delhistreet3734@business.com
Delhi Kitchen,Food Court Stall,557,"Connaught Place, New Delhi, Delhi 110001",0,"Persuasive Networker, Confident Leader, Visionary Innovator",HORECA,delhikitchen5410@business.com
Madras Bistro,Standalone Building,2785,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,"Confident Leader, Resilient Builder",HORECA,madrasbistro3305@business.com
Golden Dhaba,Retail Space,1266,"SG Highway, Ahmedabad, Gujarat 380015",18188182,Execution Specialist,HORECA,goldendhaba3787@business.com
Imperial Corner,Standalone Building,2460,"Ring Road, Surat, Gujarat 395002",2142610,"Execution Specialist, Visionary Innovator, Opportunity Hunter",HORECA,imperialcorner8839@business.com
Chai Cafe,Commercial Shop,2939,"Connaught Place, New Delhi, Delhi 110001",10517122,Persuasive Networker,HORECA,chaicafe6892@business.com
Hyderabadi Kitchen,Retail Space,3636,"Brigade Road, Bengaluru, Karnataka 560001",0,Resilient Builder,HORECA,hyderabadikitchen6636@business.com
Heritage Dhaba,Restaurant Space,861,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",4255630,"Execution Specialist, Strategic Planner, Adaptive Problem Solver",HORECA,heritagedhaba4609@business.com
Spice Cafe,Retail Space,2255,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",17141854,"Strategic Planner, Execution Specialist, Visionary Innovator",HORECA,spicecafe5898@business.com
Golden House,Mall Kiosk,567,"Park Street, Kolkata, West Bengal 700016",12607874,Visionary Innovator,HORECA,goldenhouse5620@business.com
Elite Corner,Mall Kiosk,2170,"MI Road, Jaipur, Rajasthan 302001",0,"Visionary Innovator, Confident Leader",HORECA,elitecorner2037@business.com
Punjab Adda,Mall Kiosk,2552,"Ring Road, Surat, Gujarat 395002",0,"Execution Specialist, Resilient Builder",HORECA,punjabadda5065@business.com
Desi Dhaba,Food Court Stall,1847,"Janpath Road, Bhubaneswar, Odisha 751001",19304121,"Strategic Planner, Resilient Builder, Opportunity Hunter",HORECA,desidhaba8027@business.com
Imperial Kitchen,Retail Space,2869,"Park Street, Kolkata, West Bengal 700016",4570086,"Persuasive Networker, Adaptive Problem Solver, Resilient Builder",HORECA,imperialkitchen403@business.com
Desi Adda,Mall Kiosk,2497,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,"Confident Leader, Resilient Builder",HORECA,desiadda5690@business.com
Urban Bistro,Commercial Shop,2645,"Janpath Road, Bhubaneswar, Odisha 751001",0,"Confident Leader, Strategic Planner",HORECA,urbanbistro6041@business.com
Madras House,Food Court Stall,3864,"Ring Road, Surat, Gujarat 395002",0,"Opportunity Hunter, Resilient Builder",HORECA,madrashouse2666@business.com
Madras Dhaba,Commercial Shop,2206,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,Strategic Planner,HORECA,madrasdhaba7109@business.com
Masala House,Food Court Stall,2482,"SG Highway, Ahmedabad, Gujarat 380015",11172854,"Resilient Builder, Execution Specialist",HORECA,masalahouse4315@business.com
Urban Adda,Retail Space,3290,"MI Road, Jaipur, Rajasthan 302001",16809690,"Persuasive Networker, Opportunity Hunter, Execution Specialist",HORECA,urbanadda7287@business.com
Biryani Cafe,Restaurant Space,1666,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,"Opportunity Hunter, Execution Specialist",HORECA,biryanicafe147@business.com
Urban Bistro,Standalone Building,1680,"Connaught Place, New Delhi, Delhi 110001",3086091,Opportunity Hunter,HORECA,urbanbistro1974@business.com
Biryani House,Commercial Shop,2182,"MG Road, Kochi, Kerala 682016",16231325,Strategic Planner,HORECA,biryanihouse5441@business.com
Desi House,Commercial Shop,1687,"FC Road, Shivajinagar, Pune, Maharashtra 411005",9600718,"Execution Specialist, Persuasive Networker, Opportunity Hunter",HORECA,desihouse9510@business.com
Hyderabadi Bistro,Retail Space,3026,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,Confident Leader,HORECA,hyderabadibistro2709@business.com
Masala Street,Standalone Building,1389,"MI Road, Jaipur, Rajasthan 302001",8685385,"Resilient Builder, Opportunity Hunter",HORECA,masalastreet69@business.com
Punjab Corner,Commercial Shop,421,"Janpath Road, Bhubaneswar, Odisha 751001",6236324,"Adaptive Problem Solver, Resilient Builder",HORECA,punjabcorner7809@business.com
Elite Bistro,Commercial Shop,3731,"Connaught Place, New Delhi, Delhi 110001",13898236,Adaptive Problem Solver,HORECA,elitebistro5667@business.com
Chai Cafe,Retail Space,3246,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",1490775,"Confident Leader, Opportunity Hunter, Adaptive Problem Solver",HORECA,chaicafe8021@business.com
Masala House,Commercial Shop,2513,"Brigade Road, Bengaluru, Karnataka 560001",0,Strategic Planner,HORECA,masalahouse5681@business.com
Punjab Adda,Retail Space,658,"MI Road, Jaipur, Rajasthan 302001",0,Persuasive Networker,HORECA,punjabadda4799@business.com
Masala House,Food Court Stall,2623,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,"Visionary Innovator, Execution Specialist, Resilient Builder",HORECA,masalahouse4212@business.com
Masala Dhaba,Food Court Stall,3619,"Connaught Place, New Delhi, Delhi 110001",0,"Opportunity Hunter, Strategic Planner",HORECA,masaladhaba8132@business.com
Royal Kitchen,Restaurant Space,376,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Execution Specialist, Adaptive Problem Solver",HORECA,royalkitchen8041@business.com
Chai Cafe,Retail Space,2478,"MG Road, Kochi, Kerala 682016",3177153,Persuasive Networker,HORECA,chaicafe254@business.com
Punjab Kitchen,Retail Space,2377,"Janpath Road, Bhubaneswar, Odisha 751001",2820322,Resilient Builder,HORECA,punjabkitchen2290@business.com
Punjab Dhaba,Commercial Shop,2285,"Sector 17 Plaza, Chandigarh 160017",0,"Confident Leader, Visionary Innovator",HORECA,punjabdhaba4418@business.com
Desi Adda,Commercial Shop,2454,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",4639759,Visionary Innovator,HORECA,desiadda2913@business.com
Delhi Bistro,Food Court Stall,2000,"Sector 17 Plaza, Chandigarh 160017",8191294,"Strategic Planner, Resilient Builder, Visionary Innovator",HORECA,delhibistro7815@business.com
Royal Bistro,Mall Kiosk,3226,"MG Road, Kochi, Kerala 682016",11735969,"Adaptive Problem Solver, Persuasive Networker",HORECA,royalbistro7070@business.com
Urban Cafe,Retail Space,1548,"Ring Road, Surat, Gujarat 395002",0,"Strategic Planner, Visionary Innovator",HORECA,urbancafe4736@business.com
Delhi Kitchen,Commercial Shop,1072,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",6557064,"Visionary Innovator, Resilient Builder",HORECA,delhikitchen792@business.com
Biryani Adda,Commercial Shop,2777,"Brigade Road, Bengaluru, Karnataka 560001",0,Persuasive Networker,HORECA,biryaniadda9297@business.com
Royal House,Commercial Shop,1785,"Sector 17 Plaza, Chandigarh 160017",6754948,Persuasive Networker,HORECA,royalhouse1247@business.com
Bombay Street,Retail Space,2196,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,"Execution Specialist, Opportunity Hunter",HORECA,bombaystreet3709@business.com
Golden Street,Commercial Shop,3604,"Park Street, Kolkata, West Bengal 700016",0,"Visionary Innovator, Strategic Planner, Execution Specialist",HORECA,goldenstreet7249@business.com
Madras Dhaba,Mall Kiosk,593,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,"Resilient Builder, Visionary Innovator",HORECA,madrasdhaba1559@business.com
Velvet House,Restaurant Space,676,"MG Road, Kochi, Kerala 682016",15796642,"Adaptive Problem Solver, Persuasive Networker",HORECA,velvethouse6040@business.com
Tandoor Bistro,Restaurant Space,1295,"Park Street, Kolkata, West Bengal 700016",17893264,Persuasive Networker,HORECA,tandoorbistro639@business.com
Delhi Adda,Restaurant Space,459,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",4898614,"Confident Leader, Execution Specialist",HORECA,delhiadda8096@business.com
Tandoor Dhaba,Restaurant Space,537,"Connaught Place, New Delhi, Delhi 110001",0,"Strategic Planner, Persuasive Networker, Visionary Innovator",HORECA,tandoordhaba7446@business.com
Punjab Street,Commercial Shop,2747,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",3786270,"Adaptive Problem Solver, Strategic Planner",HORECA,punjabstreet8660@business.com
Madras House,Commercial Shop,2004,"SG Highway, Ahmedabad, Gujarat 380015",11405745,"Execution Specialist, Confident Leader, Persuasive Networker",HORECA,madrashouse6862@business.com
Punjab Bistro,Retail Space,2123,"Janpath Road, Bhubaneswar, Odisha 751001",3607090,"Execution Specialist, Persuasive Networker, Opportunity Hunter",HORECA,punjabbistro3395@business.com
Hyderabadi Kitchen,Mall Kiosk,1575,"Janpath Road, Bhubaneswar, Odisha 751001",0,"Opportunity Hunter, Adaptive Problem Solver, Confident Leader",HORECA,hyderabadikitchen2576@business.com
Biryani Bistro,Commercial Shop,2806,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",11579170,"Persuasive Networker, Opportunity Hunter",HORECA,biryanibistro4196@business.com
Kolkata Adda,Retail Space,2351,"SG Highway, Ahmedabad, Gujarat 380015",3577996,"Execution Specialist, Adaptive Problem Solver",HORECA,kolkataadda7635@business.com
Royal Dhaba,Retail Space,1114,"MI Road, Jaipur, Rajasthan 302001",1127956,"Resilient Builder, Visionary Innovator, Strategic Planner",HORECA,royaldhaba41@business.com
Golden Adda,Standalone Building,3493,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",4235901,"Adaptive Problem Solver, Execution Specialist, Strategic Planner",HORECA,goldenadda7079@business.com
Golden Bistro,Commercial Shop,3553,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",1722568,Adaptive Problem Solver,HORECA,goldenbistro8359@business.com
Chai Kitchen,Commercial Shop,301,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",5874934,"Adaptive Problem Solver, Strategic Planner",HORECA,chaikitchen3601@business.com
Bombay Street,Restaurant Space,2504,"SG Highway, Ahmedabad, Gujarat 380015",4811472,"Persuasive Networker, Confident Leader",HORECA,bombaystreet7237@business.com
Punjab Street,Retail Space,1752,"FC Road, Shivajinagar, Pune, Maharashtra 411005",1657319,Execution Specialist,HORECA,punjabstreet7304@business.com
Golden Adda,Restaurant Space,2268,"SG Highway, Ahmedabad, Gujarat 380015",1727183,Confident Leader,HORECA,goldenadda3259@business.com
Velvet Cafe,Commercial Shop,1711,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,"Persuasive Networker, Strategic Planner, Opportunity Hunter",HORECA,velvetcafe3950@business.com
Royal Bistro,Standalone Building,401,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",6474201,"Strategic Planner, Opportunity Hunter",HORECA,royalbistro7087@business.com
Velvet Bistro,Mall Kiosk,1170,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,Visionary Innovator,HORECA,velvetbistro1748@business.com
Elite Bistro,Food Court Stall,2459,"SG Highway, Ahmedabad, Gujarat 380015",6842754,"Adaptive Problem Solver, Opportunity Hunter, Strategic Planner",HORECA,elitebistro7652@business.com
Hungry Cafe,Mall Kiosk,3190,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",4301327,Resilient Builder,HORECA,hungrycafe6654@business.com
Madras Adda,Restaurant Space,2361,"Janpath Road, Bhubaneswar, Odisha 751001",0,Adaptive Problem Solver,HORECA,madrasadda2855@business.com
Madras Adda,Food Court Stall,732,"MI Road, Jaipur, Rajasthan 302001",6508711,Adaptive Problem Solver,HORECA,madrasadda1785@business.com
Velvet Kitchen,Standalone Building,3837,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,"Execution Specialist, Resilient Builder, Adaptive Problem Solver",HORECA,velvetkitchen3538@business.com
Desi House,Standalone Building,3221,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,"Persuasive Networker, Visionary Innovator, Opportunity Hunter",HORECA,desihouse8287@business.com
Desi Cafe,Standalone Building,1662,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",12709059,Execution Specialist,HORECA,desicafe6262@business.com
Bombay Kitchen,Retail Space,1420,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",19016642,"Adaptive Problem Solver, Persuasive Networker, Opportunity Hunter",HORECA,bombaykitchen3197@business.com
Madras Cafe,Restaurant Space,3947,"Ring Road, Surat, Gujarat 395002",10842614,Execution Specialist,HORECA,madrascafe7781@business.com
Heritage Dhaba,Mall Kiosk,1589,"Sector 17 Plaza, Chandigarh 160017",4736990,"Resilient Builder, Opportunity Hunter, Visionary Innovator",HORECA,heritagedhaba7822@business.com
Heritage Dhaba,Mall Kiosk,2989,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",3792895,"Visionary Innovator, Execution Specialist, Adaptive Problem Solver",HORECA,heritagedhaba8701@business.com
Royal Adda,Commercial Shop,3779,"Connaught Place, New Delhi, Delhi 110001",8760048,"Execution Specialist, Strategic Planner, Resilient Builder",HORECA,royaladda3014@business.com
Kolkata Cafe,Food Court Stall,992,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",2498399,"Confident Leader, Resilient Builder, Opportunity Hunter",HORECA,kolkatacafe6976@business.com
Delhi Adda,Commercial Shop,3710,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",3819207,"Persuasive Networker, Resilient Builder, Opportunity Hunter",HORECA,delhiadda2443@business.com
Imperial Bistro,Mall Kiosk,3078,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,"Strategic Planner, Execution Specialist, Adaptive Problem Solver",HORECA,imperialbistro9803@business.com
Golden Dhaba,Retail Space,1935,"Sector 17 Plaza, Chandigarh 160017",3395149,Adaptive Problem Solver,HORECA,goldendhaba1287@business.com
Chai Corner,Restaurant Space,747,"Ring Road, Surat, Gujarat 395002",12347501,"Strategic Planner, Resilient Builder, Confident Leader",HORECA,chaicorner7956@business.com
Chai Bistro,Retail Space,1542,"Ring Road, Surat, Gujarat 395002",0,"Visionary Innovator, Persuasive Networker",HORECA,chaibistro9026@business.com
Madras Corner,Restaurant Space,422,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,Persuasive Networker,HORECA,madrascorner1839@business.com
Spice Kitchen,Standalone Building,3848,"Connaught Place, New Delhi, Delhi 110001",3819056,"Opportunity Hunter, Strategic Planner, Execution Specialist",HORECA,spicekitchen8830@business.com
Biryani Dhaba,Food Court Stall,979,"Park Street, Kolkata, West Bengal 700016",17626905,Visionary Innovator,HORECA,biryanidhaba8317@business.com
Delhi Corner,Standalone Building,1887,"MI Road, Jaipur, Rajasthan 302001",0,Persuasive Networker,HORECA,delhicorner6333@business.com
Madras Cafe,Restaurant Space,1282,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,"Resilient Builder, Opportunity Hunter, Strategic Planner",HORECA,madrascafe4204@business.com
Spice Cafe,Retail Space,1439,"Ring Road, Surat, Gujarat 395002",10565997,Execution Specialist,HORECA,spicecafe3207@business.com
Spice Bistro,Standalone Building,3180,"MI Road, Jaipur, Rajasthan 302001",0,"Strategic Planner, Execution Specialist",HORECA,spicebistro5260@business.com
Delhi Dhaba,Standalone Building,1020,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",19151908,"Opportunity Hunter, Confident Leader, Visionary Innovator",HORECA,delhidhaba5348@business.com
Velvet Corner,Mall Kiosk,3489,"Brigade Road, Bengaluru, Karnataka 560001",0,Persuasive Networker,HORECA,velvetcorner5290@business.com
Heritage Adda,Restaurant Space,2813,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",3450641,"Visionary Innovator, Persuasive Networker",HORECA,heritageadda8290@business.com
Elite Adda,Commercial Shop,1857,"Brigade Road, Bengaluru, Karnataka 560001",17576073,"Adaptive Problem Solver, Execution Specialist, Opportunity Hunter",HORECA,eliteadda684@business.com
Royal Kitchen,Retail Space,3396,"MG Road, Kochi, Kerala 682016",4637619,Persuasive Networker,HORECA,royalkitchen3036@business.com
Delhi Street,Standalone Building,970,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,"Opportunity Hunter, Confident Leader, Visionary Innovator",HORECA,delhistreet7636@business.com
Velvet Street,Retail Space,2523,"MI Road, Jaipur, Rajasthan 302001",0,"Execution Specialist, Strategic Planner",HORECA,velvetstreet610@business.com
Bombay Corner,Restaurant Space,3058,"MG Road, Kochi, Kerala 682016",4529182,"Opportunity Hunter, Visionary Innovator",HORECA,bombaycorner7792@business.com
Punjab Street,Restaurant Space,1973,"MI Road, Jaipur, Rajasthan 302001",16941293,"Confident Leader, Opportunity Hunter, Persuasive Networker",HORECA,punjabstreet4843@business.com
Tandoor Dhaba,Retail Space,566,"Ring Road, Surat, Gujarat 395002",3575192,Strategic Planner,HORECA,tandoordhaba7420@business.com
Hyderabadi Bistro,Retail Space,3014,"Janpath Road, Bhubaneswar, Odisha 751001",1201469,Resilient Builder,HORECA,hyderabadibistro9292@business.com
Bombay Kitchen,Retail Space,2829,"SG Highway, Ahmedabad, Gujarat 380015",3085019,Persuasive Networker,HORECA,bombaykitchen4988@business.com
Biryani House,Retail Space,1643,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",3253600,Strategic Planner,HORECA,biryanihouse9320@business.com
Spice Cafe,Mall Kiosk,442,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",19482863,"Opportunity Hunter, Persuasive Networker, Visionary Innovator",HORECA,spicecafe8322@business.com
Punjab Adda,Restaurant Space,2498,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",2408843,"Resilient Builder, Confident Leader",HORECA,punjabadda6677@business.com
