Brand Name,Required Asset Type,Required Asset Size SqFt,Preferred Location,Required Liquid Investment INR,Expected Personality Traits,Industry,Contact Email
Urban Lounge,Standalone Building,3943,"Bhopal, Madhya Pradesh",19867286,"Resilient Builder, Visionary Innovator, Execution Specialist",HORECA,urbanlounge5472@business.com
Desi Point,Restaurant Space,2020,"Kolkata, Madhya Pradesh",0,"Strategic Planner, Visionary Innovator, Opportunity Hunter",HORECA,desipoint6272@business.com
Spice Bazaar,Mall Kiosk,3213,"Bhopal, Gujarat",0,"Strategic Planner, Persuasive Networker",HORECA,spicebazaar4041@business.com
Grand Platter,Retail Space,3645,"Kochi, Assam",8579855,"Opportunity Hunter, Confident Leader, Visionary Innovator",HORECA,grandplatter4088@business.com
Masala Spot,Standalone Building,2327,"Pune, Kerala",18251617,Visionary Innovator,HORECA,masalaspot5726@business.com
Tandoor Junction,Standalone Building,3575,"Patna, Madhya Pradesh",2777028,Confident Leader,HORECA,tandoorjunction4699@business.com
Hungry Bazaar,Commercial Shop,3402,"Patna, Telangana",9621857,"Strategic Planner, Opportunity Hunter",HORECA,hungrybazaar4614@business.com
Tandoor Stop,Mall Kiosk,1209,"Patna, Telangana",12339928,"Visionary Innovator, Opportunity Hunter, Strategic Planner",HORECA,tandoorstop2180@business.com
Tandoor Adda,Mall Kiosk,1935,"Nagpur, Delhi",1495396,Confident Leader,HORECA,tandooradda5655@business.com
Lucknow Dhaba,Retail Space,3555,"Hyderabad, Tamil Nadu",15570432,"Adaptive Problem Solver, Confident Leader",HORECA,lucknowdhaba4202@business.com
Urban Table,Commercial Shop,1941,"Pune, Madhya Pradesh",0,"Resilient Builder, Confident Leader, Visionary Innovator",HORECA,urbantable3260@business.com
Imperial Cafe,Restaurant Space,2081,"Nagpur, Tamil Nadu",2765476,"Strategic Planner, Execution Specialist, Adaptive Problem Solver",HORECA,imperialcafe7374@business.com
India Meals,Retail Space,2804,"Bengaluru, Delhi",0,"Strategic Planner, Opportunity Hunter",HORECA,indiameals9310@business.com
Masala Spot,Mall Kiosk,1118,"Guwahati, Odisha",2497945,Visionary Innovator,HORECA,masalaspot5886@business.com
Heritage House,Retail Space,2554,"Delhi, Assam",18284388,"Persuasive Networker, Confident Leader, Resilient Builder",HORECA,heritagehouse9852@business.com
Bombay Cafe,Restaurant Space,1765,"Noida, Punjab",2365433,Execution Specialist,HORECA,bombaycafe7368@business.com
Crazy Point,Retail Space,3154,"Surat, Delhi",14904543,"Adaptive Problem Solver, Visionary Innovator",HORECA,crazypoint3011@business.com
Heritage Cafe,Food Court Stall,2580,"Ahmedabad, Karnataka",2218859,Visionary Innovator,HORECA,heritagecafe1603@business.com
Madras Corner,Mall Kiosk,3010,"Bhubaneswar, Odisha",0,"Opportunity Hunter, Execution Specialist, Adaptive Problem Solver",HORECA,madrascorner1652@business.com
Masti Adda,Retail Space,562,"Indore, Punjab",2162826,"Confident Leader, Resilient Builder",HORECA,mastiadda8463@business.com
Masti Station,Retail Space,212,"Pune, Uttar Pradesh",13357681,"Strategic Planner, Opportunity Hunter, Visionary Innovator",HORECA,mastistation7230@business.com
Tandoor Point,Food Court Stall,720,"Delhi, Punjab",7698459,"Adaptive Problem Solver, Resilient Builder",HORECA,tandoorpoint8588@business.com
Regal Bistro,Commercial Shop,2907,"Mumbai, Madhya Pradesh",6275065,Persuasive Networker,HORECA,regalbistro1262@business.com
Biryani Junction,Mall Kiosk,406,"Delhi, Madhya Pradesh",2444688,Visionary Innovator,HORECA,biryanijunction588@business.com
Bombay Tiffin,Mall Kiosk,3956,"Surat, Telangana",2205511,Confident Leader,HORECA,bombaytiffin7278@business.com
India Kitchen,Food Court Stall,2355,"Kolkata, Telangana",18703667,"Strategic Planner, Execution Specialist",HORECA,indiakitchen805@business.com
Delhi Dhaba,Food Court Stall,2139,"Jaipur, Kerala",1341235,"Resilient Builder, Persuasive Networker, Adaptive Problem Solver",HORECA,delhidhaba1173@business.com
Masala Spot,Mall Kiosk,3097,"Noida, Rajasthan",9974742,"Strategic Planner, Visionary Innovator, Persuasive Networker",HORECA,masalaspot1999@business.com
Elite Bistro,Restaurant Space,1577,"Noida, Delhi",0,"Resilient Builder, Execution Specialist",HORECA,elitebistro343@business.com
Biryani Spot,Restaurant Space,2187,"Bhubaneswar, Maharashtra",18050447,"Persuasive Networker, Confident Leader, Execution Specialist",HORECA,biryanispot7209@business.com
Velvet Cuisine,Restaurant Space,2377,"Bhopal, Telangana",0,Execution Specialist,HORECA,velvetcuisine9719@business.com
Punjab Cafe,Restaurant Space,994,"Chennai, Rajasthan",16121026,"Opportunity Hunter, Execution Specialist, Visionary Innovator",HORECA,punjabcafe91@business.com
Spice Hub,Commercial Shop,1456,"Bhopal, Telangana",6594244,"Adaptive Problem Solver, Visionary Innovator, Execution Specialist",HORECA,spicehub9694@business.com
Masti Junction,Commercial Shop,3754,"Bengaluru, Madhya Pradesh",0,"Visionary Innovator, Strategic Planner, Confident Leader",HORECA,mastijunction4844@business.com
Desi Adda,Commercial Shop,485,"Jaipur, Delhi",15038911,"Adaptive Problem Solver, Opportunity Hunter",HORECA,desiadda3833@business.com
Crazy Stop,Restaurant Space,3112,"Nagpur, Delhi",0,"Resilient Builder, Strategic Planner",HORECA,crazystop4257@business.com
Tandoor Bazaar,Retail Space,1827,"Indore, Karnataka",2175686,Execution Specialist,HORECA,tandoorbazaar5848@business.com
Urban Bistro,Retail Space,850,"Chandigarh, Odisha",10806242,Persuasive Networker,HORECA,urbanbistro1363@business.com
Biryani Bazaar,Mall Kiosk,3569,"Pune, Gujarat",17466836,"Resilient Builder, Strategic Planner, Visionary Innovator",HORECA,biryanibazaar5685@business.com
Chai Corner,Mall Kiosk,1136,"Nagpur, Karnataka",1480421,"Adaptive Problem Solver, Strategic Planner",HORECA,chaicorner6459@business.com
India Kitchen,Food Court Stall,2889,"Bengaluru, Madhya Pradesh",1127629,"Confident Leader, Adaptive Problem Solver, Strategic Planner",HORECA,indiakitchen2112@business.com
Chill Junction,Commercial Shop,2748,"Nagpur, Tamil Nadu",1656409,"Visionary Innovator, Adaptive Problem Solver, Resilient Builder",HORECA,chilljunction4035@business.com
Heritage Dining,Food Court Stall,851,"Noida, Punjab",3052552,"Execution Specialist, Opportunity Hunter, Resilient Builder",HORECA,heritagedining3909@business.com
Masti Stop,Food Court Stall,518,"Surat, Assam",17292359,"Confident Leader, Adaptive Problem Solver",HORECA,mastistop9305@business.com
Bengal Eatery,Food Court Stall,3053,"Bengaluru, Karnataka",2041186,"Resilient Builder, Strategic Planner",HORECA,bengaleatery3513@business.com
Delhi House,Retail Space,403,"Nagpur, Delhi",6152302,"Visionary Innovator, Adaptive Problem Solver",HORECA,delhihouse260@business.com
Kolkata Meals,Standalone Building,2979,"Bhubaneswar, Tamil Nadu",0,Persuasive Networker,HORECA,kolkatameals7760@business.com
Grand Reserve,Mall Kiosk,2600,"Bhopal, Assam",5835806,"Confident Leader, Execution Specialist",HORECA,grandreserve1694@business.com
Masti Point,Restaurant Space,2555,"Noida, Maharashtra",10978107,"Opportunity Hunter, Strategic Planner, Adaptive Problem Solver",HORECA,mastipoint7794@business.com
Imperial Dining,Commercial Shop,3160,"Kochi, Delhi",18724865,"Execution Specialist, Persuasive Networker, Strategic Planner",HORECA,imperialdining7160@business.com
Imperial Lounge,Mall Kiosk,1695,"Nagpur, Rajasthan",18484019,Strategic Planner,HORECA,imperiallounge1455@business.com
Royal Reserve,Commercial Shop,994,"Mumbai, Delhi",3880974,"Resilient Builder, Strategic Planner",HORECA,royalreserve1694@business.com
Spice Point,Standalone Building,2076,"Delhi, Punjab",0,Execution Specialist,HORECA,spicepoint1441@business.com
Heritage House,Mall Kiosk,2493,"Noida, Delhi",0,Adaptive Problem Solver,HORECA,heritagehouse1801@business.com
Masti Point,Mall Kiosk,708,"Patna, Tamil Nadu",0,Resilient Builder,HORECA,mastipoint4023@business.com
Desi Adda,Food Court Stall,1018,"Bhubaneswar, West Bengal",0,Opportunity Hunter,HORECA,desiadda6189@business.com
Masala Point,Retail Space,3414,"Chennai, Uttar Pradesh",0,"Visionary Innovator, Opportunity Hunter, Strategic Planner",HORECA,masalapoint1211@business.com
Masala Adda,Retail Space,1256,"Hyderabad, Telangana",0,"Adaptive Problem Solver, Strategic Planner, Visionary Innovator",HORECA,masalaadda4682@business.com
Signature Table,Retail Space,2060,"Hyderabad, West Bengal",0,"Persuasive Networker, Adaptive Problem Solver",HORECA,signaturetable5494@business.com
Elite Platter,Food Court Stall,2189,"Noida, Tamil Nadu",0,"Execution Specialist, Strategic Planner, Resilient Builder",HORECA,eliteplatter8177@business.com
Chill Point,Mall Kiosk,3413,"Jaipur, Punjab",0,"Visionary Innovator, Persuasive Networker",HORECA,chillpoint4299@business.com
Masala Station,Mall Kiosk,1407,"Bhubaneswar, Rajasthan",15419684,Visionary Innovator,HORECA,masalastation1137@business.com
Punjab Tiffin,Retail Space,644,"Kochi, Delhi",3066441,Confident Leader,HORECA,punjabtiffin9397@business.com
Royal Cafe,Restaurant Space,286,"Indore, West Bengal",13657846,Visionary Innovator,HORECA,royalcafe4390@business.com
Grand Cafe,Retail Space,2000,"Noida, Odisha",792557,"Resilient Builder, Opportunity Hunter, Strategic Planner",HORECA,grandcafe3057@business.com
India Meals,Commercial Shop,3811,"Mumbai, Rajasthan",17781811,"Resilient Builder, Opportunity Hunter",HORECA,indiameals6548@business.com
Royal Reserve,Mall Kiosk,1096,"Chennai, Karnataka",0,"Visionary Innovator, Execution Specialist",HORECA,royalreserve7433@business.com
Hyderabadi House,Restaurant Space,3453,"Bhopal, West Bengal",0,Resilient Builder,HORECA,hyderabadihouse7798@business.com
Kolkata Dhaba,Food Court Stall,590,"Bhopal, Delhi",2849232,Adaptive Problem Solver,HORECA,kolkatadhaba4088@business.com
India Biryani,Restaurant Space,1254,"Kolkata, Maharashtra",9096771,"Visionary Innovator, Adaptive Problem Solver, Confident Leader",HORECA,indiabiryani3891@business.com
Imperial Lounge,Food Court Stall,2284,"Lucknow, Rajasthan",1342737,"Persuasive Networker, Confident Leader",HORECA,imperiallounge8097@business.com
Punjab Tiffin,Commercial Shop,2759,"Patna, Karnataka",6870609,"Execution Specialist, Confident Leader",HORECA,punjabtiffin152@business.com
Imperial Lounge,Mall Kiosk,2175,"Jaipur, Punjab",16425597,Persuasive Networker,HORECA,imperiallounge7427@business.com
Hyderabadi Eatery,Standalone Building,612,"Chandigarh, Delhi",2483104,"Resilient Builder, Persuasive Networker",HORECA,hyderabadieatery7730@business.com
Elite Dining,Food Court Stall,882,"Kolkata, Madhya Pradesh",1053171,Persuasive Networker,HORECA,elitedining4663@business.com
Velvet Reserve,Standalone Building,2439,"Bhubaneswar, Kerala",0,"Resilient Builder, Adaptive Problem Solver, Execution Specialist",HORECA,velvetreserve3524@business.com
Madras House,Commercial Shop,3655,"Chennai, Kerala",8184318,Strategic Planner,HORECA,madrashouse3867@business.com
Desi Spot,Food Court Stall,673,"Noida, Assam",686054,Persuasive Networker,HORECA,desispot1040@business.com
Crazy Street,Commercial Shop,818,"Chennai, Kerala",14064539,"Persuasive Networker, Confident Leader",HORECA,crazystreet1676@business.com
Delhi Meals,Restaurant Space,788,"Delhi, Madhya Pradesh",1205851,Strategic Planner,HORECA,delhimeals2779@business.com
Kolkata Cafe,Retail Space,3672,"Nagpur, West Bengal",2441798,Visionary Innovator,HORECA,kolkatacafe9682@business.com
Chai Bazaar,Commercial Shop,3808,"Jaipur, Punjab",1798936,"Strategic Planner, Persuasive Networker",HORECA,chaibazaar5729@business.com
Masala Bazaar,Standalone Building,1401,"Mumbai, Rajasthan",19014708,"Confident Leader, Visionary Innovator, Strategic Planner",HORECA,masalabazaar7110@business.com
Madras House,Mall Kiosk,3514,"Ahmedabad, Kerala",0,"Visionary Innovator, Strategic Planner, Confident Leader",HORECA,madrashouse9664@business.com
Imperial Dining,Retail Space,1855,"Bhopal, West Bengal",17534393,Strategic Planner,HORECA,imperialdining5545@business.com
Heritage House,Commercial Shop,917,"Jaipur, Rajasthan",988826,Confident Leader,HORECA,heritagehouse8833@business.com
Golden Lounge,Food Court Stall,1903,"Hyderabad, Uttar Pradesh",0,"Resilient Builder, Persuasive Networker, Adaptive Problem Solver",HORECA,goldenlounge8729@business.com
Desi House,Food Court Stall,3900,"Bhubaneswar, Maharashtra",1710612,"Opportunity Hunter, Adaptive Problem Solver, Persuasive Networker",HORECA,desihouse3899@business.com
Regal Cuisine,Retail Space,2897,"Ahmedabad, Telangana",613776,Strategic Planner,HORECA,regalcuisine8809@business.com
Delhi Dhaba,Food Court Stall,1333,"Noida, West Bengal",15226320,Persuasive Networker,HORECA,delhidhaba4025@business.com
Signature House,Retail Space,485,"Surat, Madhya Pradesh",1986421,Adaptive Problem Solver,HORECA,signaturehouse8806@business.com
Masala Street,Commercial Shop,2237,"Pune, Delhi",12871209,"Adaptive Problem Solver, Persuasive Networker, Confident Leader",HORECA,masalastreet710@business.com
Urban Kitchen,Mall Kiosk,3972,"Bengaluru, Maharashtra",0,Opportunity Hunter,HORECA,urbankitchen1598@business.com
Grand Dining,Standalone Building,2488,"Ahmedabad, Odisha",0,Persuasive Networker,HORECA,granddining7449@business.com
India Kitchen,Standalone Building,2381,"Chandigarh, Uttar Pradesh",5757355,Resilient Builder,HORECA,indiakitchen5769@business.com
Bombay Dhaba,Restaurant Space,2512,"Bhopal, Kerala",0,Confident Leader,HORECA,bombaydhaba1268@business.com
Punjab Kitchen,Restaurant Space,1694,"Guwahati, Punjab",14995402,"Confident Leader, Strategic Planner",HORECA,punjabkitchen3895@business.com
Bengal Cafe,Standalone Building,2785,"Nagpur, Karnataka",5581671,"Resilient Builder, Execution Specialist",HORECA,bengalcafe6060@business.com
Heritage Dining,Mall Kiosk,255,"Bhopal, Madhya Pradesh",0,Adaptive Problem Solver,HORECA,heritagedining9625@business.com
Spice Stop,Standalone Building,2254,"Chandigarh, Punjab",1178498,Visionary Innovator,HORECA,spicestop6465@business.com
Regal House,Mall Kiosk,2156,"Chennai, Assam",0,"Persuasive Networker, Strategic Planner",HORECA,regalhouse1618@business.com
Royal House,Retail Space,3549,"Guwahati, Delhi",0,"Adaptive Problem Solver, Strategic Planner",HORECA,royalhouse6147@business.com
Punjab Kitchen,Restaurant Space,1225,"Indore, Punjab",1638758,"Strategic Planner, Opportunity Hunter",HORECA,punjabkitchen3849@business.com
Grand Cuisine,Restaurant Space,2744,"Patna, Uttar Pradesh",2502535,Confident Leader,HORECA,grandcuisine7307@business.com
Elite Cafe,Food Court Stall,1100,"Patna, Tamil Nadu",0,"Execution Specialist, Confident Leader",HORECA,elitecafe9527@business.com
Kolkata Meals,Commercial Shop,2055,"Nagpur, Assam",0,Adaptive Problem Solver,HORECA,kolkatameals283@business.com
Urban Cafe,Retail Space,1685,"Mumbai, Punjab",13569112,"Execution Specialist, Strategic Planner, Opportunity Hunter",HORECA,urbancafe4437@business.com
Lucknow Tiffin,Mall Kiosk,1170,"Chennai, West Bengal",8597702,Resilient Builder,HORECA,lucknowtiffin7763@business.com
Punjab Meals,Standalone Building,404,"Chandigarh, Tamil Nadu",0,Execution Specialist,HORECA,punjabmeals8668@business.com
Bombay Eatery,Food Court Stall,3698,"Kolkata, Assam",0,"Visionary Innovator, Persuasive Networker, Confident Leader",HORECA,bombayeatery2619@business.com
Delhi Food Court,Restaurant Space,1912,"Kolkata, West Bengal",10017161,"Opportunity Hunter, Strategic Planner",HORECA,delhifoodcourt8822@business.com
Royal Table,Standalone Building,3835,"Hyderabad, Karnataka",3807733,Confident Leader,HORECA,royaltable485@business.com
Regal Reserve,Food Court Stall,1307,"Bhopal, Gujarat",2461824,Opportunity Hunter,HORECA,regalreserve2439@business.com
Heritage Cafe,Standalone Building,3045,"Noida, Madhya Pradesh",588448,"Confident Leader, Execution Specialist, Strategic Planner",HORECA,heritagecafe8436@business.com
Spice Bazaar,Retail Space,1092,"Indore, Kerala",0,"Strategic Planner, Resilient Builder, Confident Leader",HORECA,spicebazaar6592@business.com
Punjab Cafe,Standalone Building,223,"Mumbai, Punjab",0,Resilient Builder,HORECA,punjabcafe6597@business.com
Hungry Corner,Mall Kiosk,2267,"Jaipur, Kerala",0,"Visionary Innovator, Persuasive Networker, Resilient Builder",HORECA,hungrycorner65@business.com
Desi Corner,Standalone Building,348,"Patna, Telangana",0,"Visionary Innovator, Resilient Builder, Opportunity Hunter",HORECA,desicorner6804@business.com
India Eatery,Commercial Shop,3535,"Patna, Uttar Pradesh",12225214,"Opportunity Hunter, Resilient Builder, Confident Leader",HORECA,indiaeatery5491@business.com
Madras Biryani,Retail Space,3635,"Chennai, Odisha",2320024,"Strategic Planner, Visionary Innovator",HORECA,madrasbiryani5021@business.com
Heritage Cafe,Retail Space,1027,"Indore, Telangana",2434433,"Persuasive Networker, Confident Leader, Visionary Innovator",HORECA,heritagecafe6054@business.com
Imperial House,Standalone Building,2768,"Patna, Uttar Pradesh",1018622,"Resilient Builder, Execution Specialist",HORECA,imperialhouse3907@business.com
Crazy Junction,Food Court Stall,2523,"Bhubaneswar, Rajasthan",0,"Confident Leader, Persuasive Networker, Adaptive Problem Solver",HORECA,crazyjunction9395@business.com
Delhi Cafe,Commercial Shop,3811,"Chandigarh, Tamil Nadu",0,"Strategic Planner, Persuasive Networker",HORECA,delhicafe4202@business.com
Golden Lounge,Restaurant Space,400,"Chennai, Tamil Nadu",972467,"Visionary Innovator, Adaptive Problem Solver, Persuasive Networker",HORECA,goldenlounge2837@business.com
Grand Reserve,Mall Kiosk,265,"Guwahati, Uttar Pradesh",1381277,Execution Specialist,HORECA,grandreserve8890@business.com
Desi Corner,Mall Kiosk,2979,"Mumbai, Rajasthan",3903482,"Resilient Builder, Adaptive Problem Solver",HORECA,desicorner930@business.com
Velvet House,Retail Space,3625,"Bhopal, Punjab",16769980,"Adaptive Problem Solver, Execution Specialist",HORECA,velvethouse9057@business.com
India Tiffin,Restaurant Space,3777,"Noida, Tamil Nadu",0,Resilient Builder,HORECA,indiatiffin7737@business.com
Bombay Dhaba,Retail Space,2001,"Pune, Delhi",0,"Resilient Builder, Adaptive Problem Solver, Visionary Innovator",HORECA,bombaydhaba6907@business.com
Desi Stop,Mall Kiosk,3779,"Ahmedabad, Gujarat",452849,Adaptive Problem Solver,HORECA,desistop4611@business.com
Desi Food Court,Food Court Stall,1515,"Kolkata, Maharashtra",0,"Adaptive Problem Solver, Strategic Planner, Confident Leader",HORECA,desifoodcourt1884@business.com
Punjab Meals,Commercial Shop,2912,"Jaipur, Assam",333775,"Confident Leader, Persuasive Networker, Opportunity Hunter",HORECA,punjabmeals1226@business.com
Regal Kitchen,Commercial Shop,3919,"Surat, Madhya Pradesh",7765787,"Opportunity Hunter, Confident Leader, Visionary Innovator",HORECA,regalkitchen5078@business.com
Chai Adda,Commercial Shop,1094,"Bhubaneswar, Kerala",8774526,"Adaptive Problem Solver, Confident Leader, Resilient Builder",HORECA,chaiadda6919@business.com
Chill Corner,Retail Space,2753,"Hyderabad, Uttar Pradesh",13837320,"Visionary Innovator, Strategic Planner, Confident Leader",HORECA,chillcorner9377@business.com
Tandoor Street,Retail Space,3458,"Kochi, Odisha",1631464,"Adaptive Problem Solver, Execution Specialist, Confident Leader",HORECA,tandoorstreet2246@business.com
Madras Tiffin,Commercial Shop,917,"Bhopal, Assam",19072437,Visionary Innovator,HORECA,madrastiffin3802@business.com
Urban Reserve,Retail Space,2925,"Kolkata, Odisha",428352,"Opportunity Hunter, Adaptive Problem Solver, Visionary Innovator",HORECA,urbanreserve2080@business.com
Urban House,Standalone Building,314,"Bengaluru, Madhya Pradesh",10310900,Execution Specialist,HORECA,urbanhouse2107@business.com
Bengal Food Court,Mall Kiosk,2697,"Pune, Assam",0,Confident Leader,HORECA,bengalfoodcourt7672@business.com
Kolkata Dhaba,Restaurant Space,3153,"Delhi, Gujarat",11456543,"Resilient Builder, Execution Specialist",HORECA,kolkatadhaba5571@business.com
Bengal Biryani,Standalone Building,1619,"Chennai, Rajasthan",17923857,"Persuasive Networker, Execution Specialist, Adaptive Problem Solver",HORECA,bengalbiryani6382@business.com
India Dhaba,Standalone Building,3004,"Chandigarh, Karnataka",1020707,"Strategic Planner, Opportunity Hunter",HORECA,indiadhaba1900@business.com
Royal Dining,Mall Kiosk,3113,"Pune, Assam",2325776,Opportunity Hunter,HORECA,royaldining7347@business.com
Hungry Junction,Food Court Stall,3142,"Patna, Assam",1906086,Visionary Innovator,HORECA,hungryjunction3702@business.com
Royal Dining,Food Court Stall,2516,"Kolkata, Gujarat",15702937,"Strategic Planner, Execution Specialist",HORECA,royaldining9325@business.com
India Eatery,Retail Space,1387,"Lucknow, Punjab",1475864,"Opportunity Hunter, Persuasive Networker",HORECA,indiaeatery8867@business.com
Bengal Cafe,Mall Kiosk,1343,"Patna, Tamil Nadu",16354066,Persuasive Networker,HORECA,bengalcafe3098@business.com
Elite Lounge,Retail Space,1892,"Ahmedabad, Assam",18116902,"Execution Specialist, Visionary Innovator",HORECA,elitelounge101@business.com
Desi Meals,Mall Kiosk,3333,"Jaipur, Maharashtra",18222077,Confident Leader,HORECA,desimeals7130@business.com
Golden Table,Restaurant Space,2383,"Chandigarh, Tamil Nadu",0,"Opportunity Hunter, Execution Specialist, Strategic Planner",HORECA,goldentable5727@business.com
Bengal Dhaba,Commercial Shop,3393,"Bhopal, Telangana",14418998,"Execution Specialist, Strategic Planner",HORECA,bengaldhaba1026@business.com
Bengal Kitchen,Restaurant Space,1858,"Nagpur, Maharashtra",13711954,"Resilient Builder, Confident Leader, Adaptive Problem Solver",HORECA,bengalkitchen5149@business.com
Madras Food Court,Mall Kiosk,3174,"Nagpur, Odisha",0,"Adaptive Problem Solver, Execution Specialist",HORECA,madrasfoodcourt3185@business.com
Desi Station,Food Court Stall,1999,"Indore, Maharashtra",333598,"Persuasive Networker, Opportunity Hunter",HORECA,desistation6185@business.com
Imperial Cuisine,Standalone Building,1114,"Chandigarh, Tamil Nadu",14454135,"Resilient Builder, Confident Leader",HORECA,imperialcuisine1039@business.com
Signature Cuisine,Standalone Building,1064,"Chandigarh, Assam",4475911,Persuasive Networker,HORECA,signaturecuisine5260@business.com
Kolkata Biryani,Mall Kiosk,1265,"Bhubaneswar, Gujarat",2682685,"Resilient Builder, Visionary Innovator",HORECA,kolkatabiryani360@business.com
Chill Corner,Food Court Stall,3676,"Ahmedabad, Tamil Nadu",764570,"Persuasive Networker, Confident Leader",HORECA,chillcorner2172@business.com
Punjab House,Restaurant Space,1463,"Indore, Maharashtra",0,"Resilient Builder, Strategic Planner",HORECA,punjabhouse8199@business.com
Signature Dining,Mall Kiosk,434,"Hyderabad, Telangana",989302,Resilient Builder,HORECA,signaturedining6331@business.com
Desi Food Court,Retail Space,3716,"Lucknow, Karnataka",699035,Adaptive Problem Solver,HORECA,desifoodcourt5719@business.com
Urban House,Restaurant Space,536,"Surat, Odisha",0,"Visionary Innovator, Resilient Builder, Confident Leader",HORECA,urbanhouse4179@business.com
Regal Cafe,Retail Space,2028,"Mumbai, Punjab",0,"Resilient Builder, Visionary Innovator, Strategic Planner",HORECA,regalcafe9558@business.com
Desi Stop,Standalone Building,927,"Ahmedabad, Karnataka",726668,"Adaptive Problem Solver, Visionary Innovator",HORECA,desistop1413@business.com
India Kitchen,Commercial Shop,1184,"Lucknow, Punjab",7943129,Resilient Builder,HORECA,indiakitchen4580@business.com
Madras Tiffin,Retail Space,3357,"Noida, Rajasthan",0,"Execution Specialist, Adaptive Problem Solver",HORECA,madrastiffin4565@business.com
Bengal Biryani,Commercial Shop,2234,"Patna, Assam",13962277,"Resilient Builder, Adaptive Problem Solver",HORECA,bengalbiryani4038@business.com
Velvet Table,Standalone Building,420,"Noida, Kerala",6021995,"Confident Leader, Persuasive Networker",HORECA,velvettable6618@business.com
Elite House,Standalone Building,963,"Bhubaneswar, Assam",2345595,"Execution Specialist, Resilient Builder, Confident Leader",HORECA,elitehouse1177@business.com
Masala Hub,Commercial Shop,3424,"Hyderabad, Uttar Pradesh",14170698,Confident Leader,HORECA,masalahub319@business.com
Elite House,Food Court Stall,1003,"Jaipur, West Bengal",515535,"Opportunity Hunter, Resilient Builder, Visionary Innovator",HORECA,elitehouse9866@business.com
Royal Bistro,Retail Space,3633,"Ahmedabad, Madhya Pradesh",8413447,Opportunity Hunter,HORECA,royalbistro7203@business.com
Grand Lounge,Retail Space,3910,"Noida, Karnataka",6476080,"Strategic Planner, Resilient Builder",HORECA,grandlounge4944@business.com
Masti Street,Food Court Stall,1661,"Kochi, Rajasthan",7599883,Visionary Innovator,HORECA,mastistreet5756@business.com
Royal House,Retail Space,3891,"Chennai, Madhya Pradesh",17105668,Confident Leader,HORECA,royalhouse1178@business.com
Lucknow Meals,Commercial Shop,1554,"Indore, Gujarat",1639950,"Persuasive Networker, Execution Specialist, Resilient Builder",HORECA,lucknowmeals3457@business.com
Desi Eatery,Standalone Building,1023,"Mumbai, Maharashtra",0,Opportunity Hunter,HORECA,desieatery3645@business.com
Hyderabadi Meals,Restaurant Space,3323,"Nagpur, Tamil Nadu",0,"Resilient Builder, Persuasive Networker, Confident Leader",HORECA,hyderabadimeals8774@business.com
Lucknow Kitchen,Commercial Shop,3432,"Kochi, Kerala",0,Visionary Innovator,HORECA,lucknowkitchen9287@business.com
Bombay Meals,Food Court Stall,2054,"Chandigarh, Telangana",12752668,"Opportunity Hunter, Execution Specialist",HORECA,bombaymeals5760@business.com
Grand Lounge,Commercial Shop,2564,"Pune, Madhya Pradesh",0,Opportunity Hunter,HORECA,grandlounge6581@business.com
Imperial Lounge,Restaurant Space,1801,"Kolkata, Punjab",11595518,"Resilient Builder, Execution Specialist, Strategic Planner",HORECA,imperiallounge5971@business.com
Regal Kitchen,Mall Kiosk,1842,"Pune, Punjab",8345675,"Visionary Innovator, Confident Leader",HORECA,regalkitchen9442@business.com
Heritage Reserve,Standalone Building,1125,"Bhubaneswar, Uttar Pradesh",18321675,Persuasive Networker,HORECA,heritagereserve501@business.com
Signature Platter,Food Court Stall,1548,"Kolkata, Odisha",16576357,"Opportunity Hunter, Adaptive Problem Solver, Visionary Innovator",HORECA,signatureplatter2733@business.com
Spice Spot,Mall Kiosk,266,"Bengaluru, Karnataka",0,"Visionary Innovator, Confident Leader",HORECA,spicespot9835@business.com
Biryani Bazaar,Retail Space,3520,"Indore, Delhi",17704758,"Strategic Planner, Visionary Innovator, Opportunity Hunter",HORECA,biryanibazaar8637@business.com
Urban House,Retail Space,3455,"Kochi, Maharashtra",3528600,"Resilient Builder, Strategic Planner",HORECA,urbanhouse827@business.com
Elite Platter,Restaurant Space,1582,"Kochi, Karnataka",2115315,Visionary Innovator,HORECA,eliteplatter8367@business.com
Crazy Adda,Restaurant Space,2894,"Kochi, Gujarat",1940358,"Adaptive Problem Solver, Persuasive Networker",HORECA,crazyadda6084@business.com
Masti Spot,Commercial Shop,2195,"Guwahati, Telangana",1915071,"Execution Specialist, Resilient Builder",HORECA,mastispot9730@business.com
Spice Spot,Standalone Building,2523,"Kolkata, Assam",686461,"Visionary Innovator, Strategic Planner, Resilient Builder",HORECA,spicespot2168@business.com
Masala Corner,Restaurant Space,1020,"Indore, Maharashtra",15104012,"Visionary Innovator, Resilient Builder, Confident Leader",HORECA,masalacorner8442@business.com
Grand Platter,Retail Space,2323,"Noida, Punjab",1989411,"Strategic Planner, Visionary Innovator",HORECA,grandplatter7512@business.com
Masti Street,Retail Space,2801,"Bhopal, Gujarat",0,Strategic Planner,HORECA,mastistreet4941@business.com
Signature Kitchen,Retail Space,1651,"Patna, West Bengal",3682064,Resilient Builder,HORECA,signaturekitchen5586@business.com
